,Claps,Creator,Date,Image count,ReadingTime,Subtitle,Tags,Title,Topics,WordCount
1391,110.0,fd8e02ab6c50,1606916178346.0,1.0,2.939622641509434,Don’t pitch. Just write something that’s as good as you can make it.,", Writing Advice, Writers, Pitching, Essays, Therapy",My Mean Shrink Gave Me the Best Writing Advice Ever,", Creativity, Writing, Work",726.0
1397,0.0,fedbdc6ef9c6,1606836770861.0,1.0,4.543396226415094,"With just a bit of planning, creativity, and extra work, you can keep your business running smoothly in 2021.",", Bairesdev, Business, Technology, Pandemic",6 Business Technologies to Thrive in the Post-Pandemic,", Business, Work",1151.0
1398,58.0,a31b1ebade4,1606839779221.0,1.0,6.230188679245283,Applicants’ opinion on the most common recruiters’ mistakes in the recruitment process,", Job Hunting, Hiring, Recruiting, HR, Recruitment",Recruiters’ Mistakes That Drive Applicants Crazy,", Work",1598.0
1402,0.0,3126f7dd42c1,1606847925000.0,1.0,4.00754716981132,The biggest hurdle for women in tech “is the same underpinnings of many of the other challenges we face in our society: fear and power…,", Women In Tech, Diversity In Tech, Diversity And Inclusion",Four Hurdles Organizations Face With Women in Tech and What to Do,", Work, Technology, Equality",1009.0
1404,0.0,136c0907fbb7,1606838567649.0,1.0,4.49433962264151,"The time leading up to American Thanksgiving is often especially busy, with a combination of major conferences, ambitious sales goals and…",", Sales, Virtual Events, Goals, Business Travel, Team Building",Rethinking Your 2021 Sales Kick Off With a Membership Mindset,", Leadership, Work",1138.0
1405,167.0,58c587b768b6,1606833406741.0,1.0,1.6452830188679244,6 stories that lift the lid on the reality of working in a global pandemic,", Remote Working, Work, Pandemic, Covid 19, Life",An Inside Look at Working in a Pandemic,", Work",383.0
1406,0.0,845e251c60a8,1606816969931.0,1.0,4.6415094339622645,"If you’re just claiming you’re a good communicator with no evidence to back it up, it’s simply a claim.",", Careers, Life, Careers Advice, Jobs, Job Hunting",5 Overused Resume Skills that Need a Makeover,", Work",1177.0
1418,3464.0,7bd7f8eec0d8,1605504251540.0,1.0,4.969811320754717,These publications are responsive and pay reasonably well,", Writing, Creativity, Nonfiction, Freelancing, Remote Work",6 Online Publications that Pay for Freelance Submissions,", Creativity, Freelancing, Writing",1264.0
1419,3170.0,98075caf09f,1605392273912.0,12.0,7.999056603773585,9 tools to get back in your creative flow,", Writing, Creativity, Productivity, Marketing, Social Media",Generate Hundreds of Content Ideas from One Phrase in 15 Minutes with These Tools,", Creativity, Writing, Marketing, Productivity",1762.0
1420,1578.0,3db5862160d9,1605580391689.0,1.0,9.91320754716981,The author of Eat Pray Love reveals how to unleash your “big magic” upon the world,", Protips, Advice, Writing, Creativity, Reading",Elizabeth Gilbert’s Top 13 Writing Tips,", Creativity, Writing",2574.0
1422,181.0,853c337fff48,1606918149824.0,1.0,2.1433962264150943,Do people expect that if you’re a writer you have a dictionary embedded in your brain?,", Writing, Writing Tips, Language","Yes, I Am in a Relationship With the Thesaurus",", Creativity, Writing",515.0
1423,50.0,b29cf792f073,1606880436946.0,2.0,5.534276729559749,Don’t let getting stuck suck you under without warning.,", Creativity, Life Lessons, Life, Self Improvement, Productivity",3 Ways That Helped Me Get Unstuck and Inspired,", Creativity, Writing",1365.0
1424,242.0,4ebf677de2e8,1606857500983.0,2.0,5.772012578616352,Five unconventional strategies for success,", Writing, Creativity, Success, Motivation, Inspiration",Eat Your Cake: Think Like Chekhov,", Creativity, Writing",1428.0
1425,91.0,22c9b22c7098,1606882963958.0,1.0,4.664150943396226,Practice finding your voice with an annual holiday letter,", Writing, Writing Tips, Family, Holidays, Letters",The Greatest Writing Opportunity of the Year is Here!,", Creativity",1183.0
1426,135.0,4aa599f60bc8,1606905375540.0,2.0,6.1342767295597485,The challenge for AI,", Artificial Intelligence, Science, Philosophy, Creativity, Music",Your Love of Old Music Explains Artificial Creativity,", Artificial Intelligence, Creativity",1524.0
1427,1.0,f78d90d3882a,1606673821726.0,6.0,8.814150943396227,What you consume influences what you create.,", Creativity, Artist, Creators, Creative Process, Personality Types",What is Your Creative Personality Type?,", Creativity",2084.0
1428,193.0,6dd9e420f652,1606860169082.0,1.0,6.384905660377359,"Ghostwriting is a rewarding, yet challenging endeavor. This is what it takes to write books for someone else.",", Ghostwriting, Writing, Writing Tips, Freelancing, Writer",What It Was like to Ghostwrite 20 Books in Less than a Year,", Creativity, Writing",1639.0
1429,457.0,5c2e99c0b4df,1606855224877.0,2.0,7.44748427672956,9 fun ideas to scale back without feeling like Scrooge.,", Christmas Gifts, Lifestyle, Life, Covid 19, Holidays 2020",Have Yourself A Thrifty Little Christmas,", Creativity, Relationships, Self",1872.0
1430,18.0,a94bf434d360,1606842850700.0,1.0,1.5169811320754716,"Inspiration is a product of the journey, not a prerequisite.",", Creativity, Writing, Self, Books, Travel",Creativity is a Choice,", Creativity, Writing",349.0
1431,308.0,b868d940bfa7,1606846974581.0,1.0,3.577358490566038,Plus some quick tips and a note on coining terms,", Headlines, Resources, Writing Tips, Creativity",23 Examples of Effective Headlines,", Creativity, Writing",895.0
1432,44.0,4d18c43d67c1,1606846662547.0,5.0,4.00314465408805,Never forget your ideas again by leaving sticky notes in different areas of your home.,", Productivity, Creativity, Entrepreneurship, Life Lessons, Life Hacking",Try Leaving Sticky Note Pads All Over Your Place to Retain Ideas,", Creativity, Productivity",840.0
1433,70.0,9e1e7e563956,1606739532875.0,1.0,2.0830188679245283,The easiest way to start a new article your followers will love,", Writing Tips, Ideation, Creativity, Research, Art",3 Ways to Data-Mine Your Published Articles for Writing Ideas,", Creativity, Writing",499.0
1434,57.0,c08511e4dccd,1606644613895.0,2.0,3.3078616352201258,The transformative experience of writing by hand,", Writing, Writing Life, Pandemic Diaries, Personal Development, Art",Writing Roots,", Creativity, Writing",775.0
1435,212.0,88f37487cf3c,1606838567950.0,1.0,2.1132075471698113,"Reuben Salsa, editor of The Partnered Pen and The Bad Influence, joins us to discuss the inconvenient necessity of self-promotion",", Ask The Editors, Editors Explain, Marketing, Writing, Freelance",Editors Explain: What Are Your Self-Promotion Tips for Shy Writers?,", Creativity, Writing, Marketing",507.0
1436,148.0,3a9cc276f3e4,1606842491479.0,2.0,3.938050314465409,A 4-minute guide for when you just want to start writing.,", Storytelling, Short Story, Fiction Writing, Writing, Writing Tips",How To Brainstorm A Compelling Story Idea Quickly,", Creativity, Writing",942.0
1447,2877.0,dd5897ce6104,1605052521850.0,1.0,1.5924528301886791,My friend Wanda said something smart to me on the podcast. She said: “people with high agency believe in multiple solutions.” They expect…,,"And, Not Or",", Mindfulness, Self, Equality",369.0
1448,1548.0,54163a1723f6,1605357048663.0,1.0,3.060377358490566,It’s so important to only focus on what you control. Everyone seems to talk about that these days. Even though I love writing this letter…,", Stoic Letter, Stoicism, Philosophy, Life, Self",Stoic Letter 1: On knowing what you control,", Lifestyle, Mindfulness, Self",758.0
1449,1563.0,5d0b22f01067,1606374491955.0,2.0,4.111635220125787,A guide to dealing with difficult thoughts and emotions,", Mental Health, Psychology, Mindfulness, Life, Life Lessons",How to Identify Your False Self,", Mindfulness, Self",988.0
1450,2108.0,43eda08cc27b,1605059807019.0,1.0,5.720754716981133,It took me 19 years to love my house and now I may lose it.,", Self, Family, Mental Health, Nonfiction, Mindfulness",Don’t Buy A Fixer Upper,", Mindfulness, Self, Family",1463.0
1451,50.0,bd3e47e54d2c,1606906975352.0,1.0,4.777358490566038,It’s about radical simplification.,", Mindfulness, Happiness, Self, Meditation, Personal Development",An Overlooked Gift That a Meditation And Mindfulness Practice Bestows,", Mindfulness",1213.0
1452,1.0,b72adb04025e,1606884628581.0,4.0,4.511320754716981,"So-called awe walks lower distress levels, according to a small study of older adults.",", Psychology, Happiness, Life Lessons, Lifestyle, Health",Transform Your Life: “Awe” Walks Inspire Joy,", Mindfulness",1010.0
1456,498.0,22a6c69683fc,1606838782960.0,2.0,4.538050314465409,Why you should start your morning with a good story.,", Pyschology, Self, Self Improvement, Mindfulness, Lifestyle",The Narrative Arc of a Sunrise,", Lifestyle, Design, Mindfulness",1101.0
1458,310.0,f9ac9806e153,1606816655422.0,1.0,1.0943396226415094,"We can trust the process, but we can’t be sure of the outcome",,Hubris is the opposite of trust,", Mindfulness, Self",237.0
1459,57.0,6c095f536b1c,1606747304184.0,1.0,7.6301886792452835,I saved 20+ hours per week and so can you.,", Productivity, Mental Health, Health, Mindfulness, Lifestyle",How I Tricked Myself Into Being A Morning Person,", Lifestyle, Mindfulness, Productivity, Self",1969.0
1460,278.0,f5faccda0164,1606790958836.0,1.0,2.7962264150943397,Advice for getting rid of those quarantine blues.,", Mental Health, Mindfulness, Life, Self Improvement, Self",What to Do if You’re Tired Without Having Done Anything,", Mindfulness, Mental Health, Productivity, Self",688.0
1461,17.0,295258f6269d,1606781652143.0,1.0,1.181132075471698,"In my work as a behavioral designer, I come across important stories on how psychology influences our behavior. Every week, I share my…",", Social Media, Psychology, Productivity, Growth Hacking, Health",This week’s must-reads: Kindness is Measured by the Benefit of the Doubt,", Design, Mindfulness, Business, Psychology, Self, Technology",260.0
1462,118.0,fe3e962e022d,1606765913739.0,4.0,6.711320754716981,Because this year has been an anxious time for us all,", Self, Mindfulness, Mental Health, Social Media, Running",5 Things I Changed in 2020 To Manage My Anxiety,", Mindfulness, Mental Health, Self",1593.0
1463,514.0,f3a935933db2,1606764635910.0,1.0,2.2754716981132077,We can find ways to be thankful despite the madness that surrounds us,", Mental Health, Music, Life Lessons, Life, Self Improvement",Jay-Z Wants You To Just Be Thankful,", Lifestyle, Mindfulness, Self, Family",550.0
1464,23.0,a68b1929b20f,1606631834652.0,1.0,4.475471698113208,It was hard but I’ll do it all over again in a heartbeat.,", This Happened To Me, Self Love, Advice, Journey, Life Lessons",Living Abroad During the Pandemic for 10 Months: Here’s What I Learned,", Mindfulness, Self",1133.0
1465,50.0,9c1fa21caac1,1606774788649.0,4.0,4.69622641509434,It is possible!,", Meditation, Meditation For Kids, Mindfulness, Family, Parenting",A Parent’s Guide to Meditating With Your Toddler,", Mindfulness, Parenting",1059.0
1466,126.0,858a12d7efdc,1606594483762.0,1.0,3.3660377358490567,Inner and outer sustainability,", Mindfulness, Climate Change, Sustainability, Psychology, Climate Action",Can Mindfulness Help Solve Climate Change?,", Mindfulness, Climate Change",839.0
1478,5126.0,cb5e91857879,1605211351684.0,2.0,5.4663522012578625,#2. Money does not grow linearly.,", Writing, Life, Life Lessons, Personal Development, Money",I’ve Gone From $30K In Debt To $400K In 3 Years — Here Are 5 Things I’ve Learned,", Money",1347.0
1479,3333.0,7b511090978d,1606334353854.0,5.0,4.806918238993711,Dr. Micheal Burry’s big bets on “four companies”,", Finance, Business, Investing, Economics, Money",The Man Who Predicted the Housing Market Crash Just Made a Big Move,", Money",1053.0
1480,3832.0,b6d641be1066,1606226529201.0,1.0,5.913207547169812,This is career suicide. It’s time for me to speak up though.,", Money, Investing, Cryptocurrency, Self Improvement, Life",I’ve Been Hiding My Investment Strategy (Out of Fear) for 6 Years,", Money, Cryptocurrency",1514.0
1481,32.0,5320ecb977d9,1606916635402.0,1.0,5.026415094339622,Small town “values” are little more than a recipe for toxic personal finance,", Money, Personal Finance, Race, Work, Cities","I Got Better With Money When I Rejected My Conservative, Working Class Roots",", Money",1279.0
1484,301.0,f2c8e0edfe67,1606859098795.0,1.0,6.169811320754717,"And if it doesn’t, you need to recheck your core values.",", Money, Mindset, Mindfulness, Self Improvement, Inspiration",5 Reasons Why Earning Good Money Should Make You More Mindful,", Money",1582.0
1489,130.0,f36975725e18,1606832937921.0,1.0,4.377358490566038,How my emergency fund allows me to be a great investor,", Money, Investing, Psychology, Life Lessons, Personal Finance",Passive Investing Is Only Possible with Financial Stability,", Money",1107.0
1490,102.0,215740989b92,1606823557504.0,1.0,6.811320754716982,It’s the most wonderful time of the year,", Life, Life Lessons, Finance, Love, Relationships",How to Save Money Over the Holidays — Without Missing Out on the Joy,", Money",1752.0
1491,112.0,3aea5a2543c9,1606789983707.0,1.0,4.781132075471699,Being a solo it’s easier to get lost with your own finances,", Money, Money Management, Financial Planning, Personal Finance, Money Mistakes",4 Common Financial Mistakes Made by People Who Live Independently,", Money",1214.0
1492,0.0,a81dbd68642f,1606850146894.0,3.0,4.097169811320755,Retirement is something that hangs over us a giant to-do most of our lives.,", Investing, Retirement, Delayed Gratification, Saving, Saving Money",Go Ahead and Take Care of Retirement in your Twenties?,", Money",940.0
1493,75.0,3690faf49ef0,1606810003705.0,1.0,6.154716981132076,The method from the Think and Grow Rich book,", Money, Law Of Attraction, Life Lessons, Self Improvement, Productivity",Hill’s Famous 6 Steps Formula to Convert Desire Into Financial Success,", Money, Books, Productivity, Self",1578.0
1494,2.0,1d2a8bc2cf0c,1606803044014.0,1.0,5.520754716981132,Why is the BTC “bubble” re-inflating? Considering 2020’s wave of institutional interest in digital gold,", Bitcoin, Cryptocurrency, Money, Economy, Technology",Bitcoin Versus Fiat Currency,", Money, Cryptocurrency",1410.0
1495,15.0,f48441db8f64,1606782569048.0,1.0,4.192452830188679,Let’s put a different meaning into the day,", San Francisco, Black Friday, BlackLivesMatter, Cyber Monday, Shopping",Reclaim Black Friday — Buy From Black-Owned Businesses,", Money, Culture, Lifestyle",1058.0
1496,601.0,5c2e99c0b4df,1606840467544.0,1.0,6.649056603773585,"Grocery prices are rising, but don’t panic. You have more control over your wallet than you think.",", Food, Cooking, Money, Lifestyle, Food Hacks",10 Humble Food Hacks to Get You Through Hard Times,", Money, Lifestyle, Food",1709.0
1509,1889.0,9bb9d25bfad2,1605798291839.0,1.0,4.973584905660378,How you spend the first few hours of your morning can make or break the rest of your day,", Productivity, Work, Creativity, Self, Self Improvement",5 Things Super Productive People Never Do In The Morning,", Productivity",1265.0
1515,52.0,b137beb220b9,1606890774176.0,1.0,2.6226415094339623,"I love a good time-management system, and… I never seem to have one. But maybe, it occurred to me recently, the problem is that I always…",", Productivity, Self, Time Management, Cal Newport, Gtd",Three Ways to Get Things Done and Get On With Your Day,", Productivity, Self",642.0
1516,30.0,9550824f03cb,1606874699729.0,3.0,10.085849056603774,Just when you’re ready to start the day you can’t seem to focus. We’ve all been there.,", Focus, Time Management, Work, Productivity, Self Improvement",Can’t Focus at Work? How to Fix Your Focus (10 Simple Tips),", Productivity",2527.0
1517,15.0,1eba5773d9a3,1606836320830.0,4.0,3.862264150943396,That messy desktop is just slowing you down.,", Productivity, Work, Self Improvement, Life Lessons",It is Time to Organize Your Digital Files,", Productivity",838.0
1518,7.0,d0f440b2d51d,1606842167466.0,1.0,5.162264150943396,A Review of 5000 Words Per Hour by Chris Fox,", Writing, Book Reviews, Productivity, Books",Improve Your Writing Productivity with Writing Sprints,", Writing, Productivity",1315.0
1519,18.0,21770b5635b7,1606841809445.0,1.0,6.99245283018868,"Last weekend was cool and rainy. I was ahead of my work, and I was trapped inside. Suffice to say; I got a little restless because I was…",", Productivity, Stress, Tips",25 Productive Hacks and Things to Curb Your Boredom,", Productivity",1800.0
1520,358.0,679a20d3b807,1606839305060.0,6.0,5.983962264150944,How to keep track of everything without wasting time,", Writing, Self Improvement, Entrepreneurship, Life, Organization",Using a Simple Spreadsheet to Organize Your Writing,", Writing, Productivity",1334.0
1521,617.0,b6d641be1066,1606841533857.0,1.0,6.4792452830188685,What are you trying to escape?,", Life, Life Lessons, Productivity, Work, Money",The Biggest Regrets of 20-Somethings,", Productivity, Self",1664.0
1523,328.0,9bb9d25bfad2,1606832686835.0,1.0,3.1962264150943396,How successful people achieve extraordinary results,", Work, Self, Productivity, Creativity",3 Things You Need to Achieve Exceptional Results,", Productivity, Self",794.0
1525,555.0,54163a1723f6,1606809757363.0,2.0,3.3833333333333333,Who cares about some imaginary streak?,", Habits, Productivity, Self, Mindfulness, Life",Stop Worrying About Missed Habits,", Productivity, Self",795.0
1526,174.0,1ceb119b8919,1606829813543.0,1.0,6.222641509433963,You work hard and have great ideas to contribute — you should be making an impact and getting the recognition you deserve.,", Work, Leadership, Professional Development, Personal Growth, Confidence",How To Speak Confidently In Meetings (No Matter How Anxious You Are),", Productivity, Self, Work",1596.0
1537,2353.0,b6d641be1066,1606653490390.0,1.0,11.743396226415094,My formula you can steal.,", Freelancing, Entrepreneurship, Startup, Writing, Money",How You Turn Unprofessional Writing Into A 6-Figure Business At Any Age,", Freelancing, Writing, Marketing, Startups",3059.0
1539,3210.0,b6d641be1066,1605873799922.0,1.0,9.343396226415093,"Here’s my exact plan you can copy, borrow, or steal",", Writing, Social Media, Twitter, Marketing, Books",I Plan on Being the Most Read Writer on the Internet,", Writing, Marketing",2423.0
1540,2567.0,b6d641be1066,1606745361825.0,1.0,4.607547169811321,My curated findings on the very best writers,", Writing, Social Media, Marketing, Blogging, Creativity",This Is What Smart Writers Do to Grow Their Audience,", Writing, Marketing",1168.0
1541,0.0,8ad13d2edb84,1606917429159.0,1.0,4.143396226415094,"Or, how I trick myself into feeling like writing.",", Writing, Self, Work, Productivity, Writing Tips",How to Get Out of the “I Don’t Want to Write” Phase,", Writing",1045.0
1544,28.0,c17f5d0b6257,1606917780834.0,2.0,6.077672955974843,Plan a publishing schedule that matches your goals,", Marketing Yourself, Content Marketing, Content Marketing Tips, Social Media Strategy, Blogging For Business",How Often Should You Publish New Content?,", Writing",1509.0
1545,76.0,9fc08a0e71f5,1606913163582.0,1.0,6.966037735849056,The one book to read that has nothing to do with writing.,", Writing, Habits, Books, Productivity, Entrepreneurship",To Become a Successful Writer You Need More than Writing Chops,", Writing",1793.0
1549,0.0,ed4b493286e8,1606877225719.0,4.0,5.043396226415094,"No, they’re not about creating a “side hustle” or making your words go viral. Blogging can be much more than that.",", Writing, Blogging, Self Improvement, Inspiration, Creativity",The Huge Reasons For Blogging That No One Talks About,", Writing",1151.0
1550,81.0,26d388972165,1606867337701.0,1.0,3.9245283018867925,Why I shelved my first novel,", Writing, Publishing, Literary Agent, Book Publishing, Personal Story",Should You Give up on Your Book?,", Writing",987.0
1552,65.0,9e1e7e563956,1606685934870.0,1.0,1.9471698113207547,Then I wrote a full article during that time.,", Writing Tips, This Happened To Me, Inspiration, Art, Writing",I Set a Timer for 11-Minutes to Prove Fast Writing is Good Writing,", Writing",463.0
1556,6.0,cfe09b103815,1606852929667.0,1.0,4.120754716981132,Your options on where and how to publish your short fiction,", The Short Of It, Short Stories, Writing, Publishing, Writing Tips",Paths to Publishing Short Stories,", Writing",1039.0
1567,9227.0,9e422a605dc5,1605569040730.0,1.0,7.166037735849057,"I wrote my book for young people — as an invitation to bring about, through hard work, determination, and a big dose of imagination, an…",", Politics, America, Barack Obama, Election 2020",I’m Not Yet Ready to Abandon the Possibility of America,", Politics, Society, Election 2020",1846.0
1568,5372.0,2b3173eab64a,1605533712042.0,1.0,2.5018867924528303,"Thanks to creative XVIIIth century legislating, Trump still has a chance to steal the election from the American people",", Election 2020, Politics, Society, Trump, Fascism","Trump’s Only Hope Is the 12th Amendment, and He Knows It",", Politics, Society, Election 2020, Justice",610.0
1571,110.0,7f85289dafe0,1606914175470.0,1.0,4.849056603773585,Biden won. Trump lost. I’ve been working for the past 4-years for this. I should be happy?,", Election 2020, Politics, Society, Donald Trump, Psychology",How Is It That I’m Carrying Around So Much Rage And Depression At The Same Time?,", Politics, Election 2020",1232.0
1572,0.0,d3bf8b5c14cf,1606919447483.0,2.0,4.802201257861635,It’s time to stand up to Trump and do your duty to uphold democracy,", Politics, America, Trump, Democracy, Election 2020","The World Is Watching: Republicans, Make a Stand",", Election 2020",1171.0
1574,118.0,f6c426734337,1606914850601.0,1.0,2.7358490566037736,"Cashing in on claims of election fraud, plus some sketchy pardon practices",", Trump Corruption Index, Trump, Corruption, Michael Flynn, Politics",This Week in Trumpland Corruption: Fundraising on Fake Fraud,", Politics, Election 2020",672.0
1575,1160.0,eb7885b30f40,1606919443805.0,1.0,3.569811320754717,I don’t think it had anything to do with Michigan.,", Politics, Government, Election 2020, Donald Trump, Republican Party",The Real Reason Trump Began the Transition Process.,", Election 2020",893.0
1576,5.0,b42354b051f1,1606856042793.0,1.0,5.913207547169812,Survey research tries to sort out the typical partisan reactions to a loss from an erosion of trust that may be more lasting,", Election 2020, 2020 Presidential Race, Politics",Most Republicans Say They Doubt the Election. How Many Really Mean It?,", Politics, Election 2020",1514.0
1577,13.0,4d9331d0144e,1606744973123.0,6.0,4.742452830188679,"Four years ago, I built a tool called Redraw the States to ask a simple question: How few counties would you need to move from one state…",", Election 2020, Electoral College, D3js",Trump would have won if the United States looked like this,", Politics, Election 2020",1005.0
1578,439.0,5cc8b2955da8,1606768151001.0,1.0,1.7849056603773585,The shutdowns come a month after purging similar groups thriving on the platform,", Facebook, Technology, Election 2020, Social Media, Content Moderation",Facebook Quietly Removes Two of the Biggest Remaining ‘Stop the Steal’ Groups,", Election 2020, Social Media, Technology",420.0
1579,109.0,506ae8a05e3d,1606761402412.0,1.0,4.245283018867925,"President-elect Joe Biden campaigned aspirationally on a vision of uniting a country many see as severely, if not hopelessly, divided…",", Politics, Election 2020, Society, Culture, Biden",What Even is Unity?: The Possibilities for Biden’s Vision to Overcome Trump’s Division,", Culture, Politics, Society, Election 2020",1072.0
1580,20.0,c86db1ae69f9,1606542518730.0,15.0,15.986792452830189,You thought you could escape 2020 without an election crisis? Ha!,", Politics, Data Science, Trump, Elections",How to Distort Data and Steal an Election,", Politics, Election 2020, Data Science",3839.0
1581,712.0,abaa086562cc,1606748608345.0,0.0,1.1433962264150943,Is the U.S. any safer for Black Americans?,", Donald Trump, Election 2020, Joe Biden, Race, BlackLivesMatter",Donald Trump’s Defeat May Spark a Serious Backlash,", Politics, Race, Election 2020, Equality",303.0
1582,29.0,abaa086562cc,1606747089434.0,0.0,0.5358490566037736,"The coronavirus pandemic has left the U.S. economy in shambles, and while Joe Biden has a plan to provide relief to U.S. citizens, some…",", Joe Biden, Student Loan Forgiveness, Economy, Debt, Recession",“All objections to Biden canceling student loan debt on any level are dumb and selfish.,", Economy, Politics, Society, Election 2020",142.0
1583,25.0,cb24d147353,1606671948976.0,1.0,4.233962264150944,"In this election made bitter by a President who refuses to conceded, despite needing to win futile challenges in multiple states, the vote…",", Election 2020, Election Fraud, Politics, Pennsylvania, Vote By Mail",Bagel Bites and the Law: Does Pennsylvania’s Constitution Really Prohibit No Excuse Mail In Voting?,", Politics, Election 2020",1069.0
1584,1.0,b4b247969b3d,1606699697176.0,2.0,4.44748427672956,Pro-Trump Lawsuits Fail to Take Other State-by-State Results into Account,", Sidney Powell, Election 2020, Election Lawsuit, Michigan, Georgia","Far From Being ‘Statistical Anomalies,’ Voting Results in Michigan, Georgia Fit National Patterns",", Politics, Election 2020",1077.0
1585,54.0,b62b0354983a,1606684773742.0,1.0,3.8150943396226418,They will stand in stark contrast to the current White House team.,", Election 2020, Politics, Joe Biden, Kamala Harris, Donald Trump",Biden’s Cabinet Picks: A-Team or Junior Varsity? You Decide,", Politics, Election 2020",958.0
1586,80.0,3262acf175b0,1606601762087.0,1.0,3.445283018867925,Why purple could be Joe Biden’s new favorite color,", Politics, Social Change, Election 2020, Elections, Democracy",The Great Divide,", Politics, Election 2020",860.0
1597,170.0,dc17621a577f,1606804267485.0,0.0,0.8566037735849057,The group stepped up to keep their communities safe,", Protests, Community, Society, Minnesota, Guns",The Minnesota Freedom Fighters Are Armed and Patrolling Their Own Neighborhoods,", Politics, Society, Race, Gun Control, Equality",227.0
1598,137.0,b130088645b5,1605826140584.0,1.0,6.037735849056604,Before it’s too late — again,", Guns, Gun Violence, Gun Control, Society, Culture",We Need Gun Reform Now,", Politics, Society, Gun Control",1547.0
1599,69.0,b42354b051f1,1605632834426.0,8.0,10.774842767295597,The toll of self-inflicted gun deaths has led to an unusual alliance between suicide-prevention advocates and gun-rights proponents,", Guns, Gun Control, Mental Health, Health",‘How Did We Not Know?’ Gun Owners Confront a Suicide Epidemic,", Politics, Mental Health, Gun Control, Health",2555.0
1600,119.0,68d0a1fff1ac,1604775738560.0,1.0,5.384905660377359,"Our prison system is unjust, and if the goal is to make sure prisoners become better people, there’s a way to efficiently redesign it.",", Prison Reform, Prison, Criminal Justice, Politics, Opinion",We need to abolish America’s prison system. Here’s how we can do it.,", Culture, Politics, Race, Gun Control, Justice",1374.0
1601,136.0,f1d9fcab48f0,1604151810617.0,2.0,6.832389937106918,7 pro-gun arguments and why they fail,", Guns, Gun Control, Gun Rights",On Gun Control,", Politics, Gun Control",1709.0
1602,12.0,c06313253d64,1604443927645.0,5.0,2.4106918238993713,"In this picture series, Richard Bednarski looks into the question of armed citizens and whether we should be worried as Election Day…",", Nevada Vote, Election 2020, Rsjlab, Reno, Guns","Citizens Armed on Voting Day, Should We Be Worried?",", Politics, Election 2020, Gun Control",418.0
1603,3.0,f25256a3ec9b,1604270964319.0,3.0,3.357547169811321,"After I was shot in the head and spent weeks fighting for my life, Joe Biden was there for me.",", Joe Biden, Election 2020, Politics, Arizona","Joe Biden has the compassion, toughness, and energy to unite us",", Politics, Election 2020, Gun Control",744.0
1604,131.0,6425b2ce1ee1,1604342523114.0,0.0,0.6113207547169811,Walmart may want to read the room.,", Walmart, Gun Sales, Civil Unrest, Pandemic",Talk about mixed signals.,", Business, Gun Control",162.0
1605,622.0,6425b2ce1ee1,1604342094833.0,1.0,1.50188679245283,"Anxieties around the pandemic, protests, and the election have Americans arming themselves like never before",", Number Of The Day, Guns, Society, Anxiety, Violence","America’s Gun Shopping Spree, by the Numbers",", Politics, Society, Gun Control",345.0
1606,10.0,336f5372f668,1603633137628.0,1.0,12.860377358490565,“Pro-Life” Judge Amy Coney Barrett seems to have no problem putting guns in the hands of individual Americans who want to buy them — every…,", Judge Amy Coney Barrett, Textualism, Supreme Court, Justice Antonin Scalia, Second Amendment",“Textualist” Judge Amy Coney Barrett and the Second Amendment,", Politics, Gun Control",3355.0
1607,6529.0,4be37f912f39,1603209863881.0,1.0,6.218867924528302,"Fear won, and I can no longer afford to hold onto my anti-gun ideals",", This Is Us, Guns, Politics, Society, Race",I Bought a Gun Because I’m Terrified of What Will Happen After Election Day,", Politics, Society, Race, Self, Gun Control, Family, Equality",1595.0
1608,1541.0,5e4e35ca1606,1602417382145.0,1.0,4.750943396226416,"When I hear men talking about guns and how there’s nothing that will stop them from defending their family, my mind goes to the story of…",", Gun Violence, Gun Control, Parenting, Militia, Masculinity",Guns & God & Protecting the Family,", Society, Gun Control, Family",1206.0
1609,393.0,c544bb13bcf6,1601906480919.0,2.0,5.14559748427673,Community is healing,", Mental Health, Psychology, Relationships, Community, Humanity",4 Personal Lessons From The Las Vegas Shooting,", Mental Health, Self, Gun Control",1262.0
1610,288.0,f43267e7100b,1601792668009.0,1.0,3.0339622641509436,The silence from ‘America’s longest standing civil rights organization’ is deafening.,", America, Politics, Guns, News, Justice",Why is the NRA Silent on Breonna Taylor’s Murder?,", Politics, Race, Gun Control, Equality",751.0
1611,16.0,d1caa7294d3c,1601616720120.0,0.0,0.39245283018867927,"Author Kiese Laymon on history, race, and guns in America",", Guns, Racism, Black Lives Matter",A Black Man Who’s Afraid of What He’d Do With a Gun,", Race, Gun Control, Equality",104.0
1612,174.0,15d1feaf9cc3,1601112761071.0,3.0,4.65188679245283,I had played Call of Duty’s “No Russian” mission as a kid and thought nothing of it. Returning to it as an adult filled me with horror.,", Gaming, Terrorism, Empathy, Features, Society",Replaying the Mission That Puts You in the Shoes of a Terrorist,", Gaming, Art, Society, Gun Control",1087.0
1623,242.0,5909746158d4,1606853892560.0,1.0,7.39622641509434,"From 1997 to 2018, the US Border Patrol reported 7,505 migrant deaths along the southwestern border. While this figure is mind-bogglingly…",", Immigration, Migration, News, World, Culture",Thousands Have Vanished in the Arizona Borderlands,", Politics, Immigration, World",1907.0
